group_id,pred_choice,conf,best_time,pred_time,baseline_time,regret_strict,speedup_vs_baseline_strict,regret,speedup_vs_baseline
931,tile_unroll_omp,0.4767926633358001,0.031729,0.031729,0.486762,1.0,15.341233571811276,1.0,15.34123311981994
932,tile_omp,0.4961378276348114,0.031992,0.0328795,0.485769,1.0277413103275819,14.774221019176084,1.0277413094604493,14.77422060024573
933,tile_unroll_omp,0.7307289838790894,0.0287405,0.0287405,0.4560245,1.0,15.866964736173692,1.0,15.866964218890967
934,tile_unroll_omp,0.6150541305541992,0.031156,0.031156,0.5068075000000001,1.0,16.266770445500068,1.0,16.266769955489476
935,tile_unroll_omp,0.5434197187423706,0.032488,0.032488,0.4990664999999999,1.0,15.36156426988426,1.0,15.36156382782677
936,tile_omp,0.5331681966781616,0.0436285,0.04495,0.5254275,1.0302898334804083,11.689154616240268,1.0302898327861412,11.68915437843928
937,tile_omp,0.6554705500602722,0.0472675,0.0472675,0.499473,1.0,10.566943460094146,1.0,10.56694325769412
938,tile_omp,0.6990483999252319,0.046364,0.0507115,0.482626,1.0937688724010006,9.517091783914891,1.0937688703785506,9.517091615963015
939,tile_unroll_omp,0.5689648985862732,0.0409165,0.0409165,0.470762,1.0,11.505431794019527,1.0,11.505431537266592
940,tile_unroll_omp,0.4421770572662353,0.0449475,0.0449475,0.494871,1.0,11.00997830802603,1.0,11.009978085322253
941,tile_omp,0.4114031791687011,0.0480624999999999,0.0495425,0.4527305,1.0307932379713938,9.138224756522177,1.030793237330702,9.138224592254637
942,tile_unroll_omp,0.6663960218429565,0.040956,0.040956,0.5087695,1.0,12.422343490575251,1.0,12.422343211682215
943,tile_unroll_omp,0.5576016306877136,0.0451635,0.0451635,0.474175,1.0,10.499075580944789,1.0,10.499075370618412
944,tile_unroll_omp,0.4966769218444824,0.04668,0.04668,0.5058385,1.0,10.83630034275921,1.0,10.836300132041556
945,unroll,0.4043744802474975,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
946,unroll,0.3710013628005981,8e-06,1e-05,8e-06,1.2500000000000002,0.7999999999999999,1.249968753905762,0.8000199980001999
947,unroll,0.3493637442588806,8e-06,9e-06,8e-06,1.125,0.8888888888888888,1.124984376952881,0.8889012331963114
948,unroll,0.4152112007141113,8e-06,9e-06,8e-06,1.125,0.8888888888888888,1.124984376952881,0.8889012331963114
949,unroll,0.387515664100647,8e-06,1e-05,8e-06,1.2500000000000002,0.7999999999999999,1.249968753905762,0.8000199980001999
950,unroll,0.3648844063282013,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
951,unroll,0.4097228050231933,8e-06,9e-06,8e-06,1.125,0.8888888888888888,1.124984376952881,0.8889012331963114
952,unroll,0.3870883285999298,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
953,unroll,0.365980863571167,8e-06,1e-05,8.5e-06,1.2500000000000002,0.85,1.249968753905762,0.8500149985001499
954,unroll,0.3555310070514679,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
955,baseline,0.3472275733947754,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
956,baseline,0.3689381778240204,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
957,unroll,0.3584171235561371,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
958,unroll,0.3528238236904144,8e-06,9e-06,8e-06,1.125,0.8888888888888888,1.124984376952881,0.8889012331963114
959,baseline,0.3732632398605346,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
960,unroll,0.3593639433383941,8e-06,1e-05,8e-06,1.2500000000000002,0.7999999999999999,1.249968753905762,0.8000199980001999
961,unroll,0.3558228015899658,8e-06,9e-06,8e-06,1.125,0.8888888888888888,1.124984376952881,0.8889012331963114
962,baseline,0.3733026385307312,8e-06,8.5e-06,8.5e-06,1.0625,1.0,1.0624921884764404,1.0
963,unroll,0.3272750675678253,8e-06,9.5e-06,8.5e-06,1.1875000000000002,0.894736842105263,1.1874765654293213,0.8947479212714451
964,baseline,0.3681541681289673,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
965,baseline,0.3881585001945495,8e-06,8.5e-06,8.5e-06,1.0625,1.0,1.0624921884764404,1.0
966,unroll,0.3297355473041534,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
967,baseline,0.3684415221214294,8e-06,8.5e-06,8.5e-06,1.0625,1.0,1.0624921884764404,1.0
968,baseline,0.3919500708580017,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
969,unroll,0.3320740759372711,8e-06,9.5e-06,8e-06,1.1875000000000002,0.8421052631578947,1.1874765654293213,0.8421218819071676
970,baseline,0.3654406368732452,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
971,baseline,0.3921418786048889,8e-06,8e-06,8e-06,1.0,1.0,1.0,1.0
972,unroll,0.4289402961730957,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
973,unroll,0.3841708600521087,1.85e-05,2e-05,1.85e-05,1.0810810810810811,0.9249999999999998,1.081076698556835,0.9250037498125092
974,unroll,0.3530578017234802,1.9e-05,2.2e-05,1.9e-05,1.157894736842105,0.8636363636363638,1.1578864270301563,0.8636425617017409
975,unroll,0.4518415927886963,1.9e-05,2e-05,2e-05,1.0526315789473684,1.0,1.0526288090100522,1.0
976,unroll,0.4140799045562744,1.85e-05,2.1e-05,1.85e-05,1.135135135135135,0.8809523809523809,1.135127830928058,0.8809580496166849
977,unroll,0.3811514377593994,1.85e-05,2.05e-05,1.85e-05,1.1081081081081081,0.9024390243902438,1.1081022647424463,0.9024437832300862
978,unroll,0.4427588880062103,1.95e-05,2e-05,2e-05,1.0256410256410258,1.0,1.0256397107840625,1.0
979,unroll,0.4158456921577453,1.9e-05,1.95e-05,1.9e-05,1.026315789473684,0.9743589743589745,1.0263144045050259,0.9743602892159378
980,unroll,0.3838240504264831,1.85e-05,2e-05,1.85e-05,1.0810810810810811,0.9249999999999998,1.081076698556835,0.9250037498125092
981,unroll,0.3632155358791351,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
982,unroll,0.3458496928215027,1.8e-05,2e-05,1.9e-05,1.1111111111111112,0.95,1.1111049386145215,0.9500024998750062
983,baseline,0.3291273415088653,1.9e-05,1.9e-05,1.9e-05,1.0,1.0,1.0,1.0
984,unroll,0.3707166910171509,1.9e-05,2.05e-05,1.9e-05,1.0789473684210527,0.926829268292683,1.078943213515078,0.9268328374225648
985,unroll,0.3762551248073578,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
986,unroll,0.3525334596633911,1.9e-05,2.05e-05,1.9e-05,1.0789473684210527,0.926829268292683,1.078943213515078,0.9268328374225648
987,unroll,0.3733034431934356,1.9e-05,2.05e-05,1.9e-05,1.0789473684210527,0.926829268292683,1.078943213515078,0.9268328374225648
988,unroll,0.3825903236865997,1.85e-05,2e-05,1.9e-05,1.0810810810810811,0.95,1.081076698556835,0.9500024998750062
989,unroll,0.3625653386116028,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
990,unroll,0.3216144442558288,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
991,baseline,0.3261961638927459,1.9e-05,2.05e-05,2.05e-05,1.0789473684210527,1.0,1.078943213515078,1.0
992,baseline,0.3573612570762634,1.9e-05,1.9e-05,1.9e-05,1.0,1.0,1.0,1.0
993,unroll,0.3274160623550415,1.9e-05,2.05e-05,1.9e-05,1.0789473684210527,0.926829268292683,1.078943213515078,0.9268328374225648
994,unroll,0.3388182818889618,1.9e-05,2.1e-05,1.95e-05,1.1052631578947367,0.9285714285714286,1.1052576180201041,0.9285748297700109
995,baseline,0.3635566234588623,1.9e-05,1.9e-05,1.9e-05,1.0,1.0,1.0,1.0
996,unroll,0.333586722612381,1.8e-05,2.15e-05,1.8e-05,1.1944444444444444,0.8372093023255814,1.1944336425754125,0.8372168736337845
997,unroll,0.3399117588996887,1.9e-05,2e-05,1.9e-05,1.0526315789473684,0.95,1.0526288090100522,0.9500024998750062
998,baseline,0.3641620576381683,1.9e-05,1.9e-05,1.9e-05,1.0,1.0,1.0,1.0
999,unroll,0.4365366101264953,3.2e-05,3.6e-05,3.2e-05,1.125,0.8888888888888888,1.1249960938720667,0.8888919752229104
1000,unroll,0.3846847712993622,3.2e-05,3.55e-05,3.2e-05,1.1093750000000002,0.9014084507042253,1.1093715821380583,0.9014112278527364
1001,unroll,0.3471126854419708,3.2500000000000004e-05,3.5e-05,3.2500000000000004e-05,1.0769230769230766,0.9285714285714287,1.0769207101319958,0.928573469329448
1002,unroll,0.4764924049377441,3.35e-05,3.55e-05,3.4e-05,1.0597014925373134,0.9577464788732394,1.0596997104564043,0.9577476690797442
1003,unroll,0.4321589469909668,3.45e-05,3.55e-05,3.45e-05,1.028985507246377,0.9718309859154929,1.0289846671110983,0.971831779386496
1004,unroll,0.3896390199661255,3.15e-05,3.5999999999999994e-05,3.2e-05,1.1428571428571426,0.888888888888889,1.1428526078537187,0.8888919752229106
1005,unroll,0.4632144570350647,3.2e-05,3.6e-05,3.2e-05,1.125,0.8888888888888888,1.1249960938720667,0.8888919752229104
1006,unroll,0.433302491903305,3.2e-05,3.55e-05,3.2e-05,1.1093750000000002,0.9014084507042253,1.1093715821380583,0.9014112278527364
1007,unroll,0.3931178152561188,3.3e-05,3.45e-05,3.3e-05,1.0454545454545454,0.9565217391304349,1.0454531680858155,0.9565229993333528
1008,unroll,0.3589550256729126,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1009,unroll,0.3441261053085327,3.2e-05,3.55e-05,3.2500000000000004e-05,1.1093750000000002,0.9154929577464789,1.1093715821380583,0.9154953381594885
1010,unroll,0.3138918876647949,3.2500000000000004e-05,3.5e-05,3.3e-05,1.0769230769230766,0.9428571428571431,1.0769207101319958,0.9428587754635583
1011,unroll,0.3734749555587768,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1012,unroll,0.3936281502246856,3.15e-05,3.5e-05,3.15e-05,1.111111111111111,0.9,1.1111075838862257,0.900002857061227
1013,unroll,0.363234281539917,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1014,unroll,0.3785170912742615,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1015,unroll,0.4040857255458832,3.2500000000000004e-05,3.55e-05,3.2500000000000004e-05,1.0923076923076922,0.9154929577464789,1.0923048521583951,0.9154953381594885
1016,unroll,0.379349410533905,3.3e-05,3.65e-05,3.45e-05,1.106060606060606,0.9452054794520548,1.1060573922002364,0.9452069806306677
1017,unroll,0.3072267174720764,3.3e-05,3.5e-05,3.3e-05,1.0606060606060603,0.9428571428571431,1.0606042241144207,0.9428587754635583
1018,unroll,0.3145725429058075,3.2e-05,3.55e-05,3.35e-05,1.1093750000000002,0.9436619718309859,1.1093715821380583,0.9436635587729922
1019,baseline,0.3263303637504577,3.35e-05,3.35e-05,3.35e-05,1.0,1.0,1.0,1.0
1020,unroll,0.3172243237495422,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1021,unroll,0.3454459607601166,3.2500000000000004e-05,3.45e-05,3.3e-05,1.0615384615384613,0.9565217391304349,1.0615365681055966,0.9565229993333528
1022,baseline,0.3358238041400909,3.3e-05,3.3e-05,3.3e-05,1.0,1.0,1.0,1.0
1023,unroll,0.3268542289733886,3.15e-05,3.55e-05,3.2500000000000004e-05,1.126984126984127,0.9154929577464789,1.1269800958699725,0.9154953381594885
1024,unroll,0.3481930792331695,3.2e-05,3.55e-05,3.3e-05,1.1093750000000002,0.9295774647887324,1.1093715821380583,0.9295794484662404
1025,unroll,0.3455273509025574,3.2e-05,3.5e-05,3.2e-05,1.09375,0.9142857142857144,1.0937470704040497,0.9142881631953373
1026,unroll,0.4327801167964935,5.4e-05,5.650000000000001e-05,5.4e-05,1.0462962962962965,0.9557522123893804,1.0462954389733525,0.9557529955222029
1027,unroll,0.3762818276882171,5.35e-05,5.45e-05,5.35e-05,1.0186915887850467,0.9816513761467889,1.0186912394160859,0.9816517128126089
1028,unroll,0.3333360254764557,5.4e-05,5.65e-05,5.45e-05,1.0462962962962963,0.9646017699115045,1.0462954389733523,0.9646023964177626
1029,unroll,0.4921204745769501,5.45e-05,5.650000000000001e-05,5.45e-05,1.0366972477064222,0.9646017699115043,1.0366965743747822,0.9646023964177624
1030,unroll,0.4415297210216522,5.3e-05,5.35e-05,5.3e-05,1.0094339622641508,0.9906542056074766,1.0094337842682213,0.9906543802919572
1031,unroll,0.3912668228149414,5.45e-05,5.45e-05,5.55e-05,1.0,1.018348623853211,1.0,1.018348287187391
1032,unroll,0.4734455645084381,5.45e-05,5.5e-05,5.45e-05,1.0091743119266054,0.990909090909091,1.0091741435936954,0.990909256195342
1033,unroll,0.4425609409809112,5.4e-05,5.55e-05,5.6e-05,1.027777777777778,1.009009009009009,1.0277772633840114,1.009008846687447
1034,unroll,0.3948702216148376,4.65e-05,5.4e-05,5.6e-05,1.1612903225806452,1.037037037037037,1.1612868540461496,1.037036351178682
1035,unroll,0.3451365828514099,5.35e-05,5.35e-05,5.5e-05,1.0,1.0280373831775702,1.0,1.0280368591241287
1036,unroll,0.3345117270946502,5.45e-05,5.5e-05,5.45e-05,1.0091743119266054,0.990909090909091,1.0091741435936954,0.990909256195342
1037,unroll,0.3012613952159881,5.5e-05,5.5e-05,5.75e-05,1.0,1.0454545454545454,1.0,1.0454537190232904
1038,unroll,0.3692321181297302,5.55e-05,5.55e-05,5.55e-05,1.0,1.0,1.0,1.0
1039,unroll,0.4059523046016693,5.4e-05,5.4e-05,5.6000000000000006e-05,1.0,1.0370370370370372,1.0,1.037036351178682
1040,unroll,0.3698076605796814,5.5e-05,5.65e-05,5.75e-05,1.0272727272727271,1.0176991150442478,1.0272722314139742,1.0176988017911188
1041,unroll,0.3784407675266266,5.4e-05,5.45e-05,5.4e-05,1.0092592592592593,0.9908256880733944,1.0092590877946706,0.9908258564063044
1042,unroll,0.4216980934143066,5.45e-05,5.5e-05,5.5e-05,1.0091743119266054,1.0,1.0091741435936954,1.0
1043,unroll,0.3924596309661865,5.4e-05,5.4e-05,5.55e-05,1.0,1.027777777777778,1.0,1.0277772633840114
1044,omp,0.3335055708885193,5.4e-05,8.099999999999999e-05,5.4e-05,1.4999999999999998,0.6666666666666667,1.499990740912205,0.6666707818421995
1045,unroll,0.3040230870246887,5.45e-05,5.55e-05,5.45e-05,1.018348623853211,0.981981981981982,1.018348287187391,0.9819823066251059
1046,baseline,0.2942881286144256,5.3e-05,5.3e-05,5.3e-05,1.0,1.0,1.0,1.0
1047,unroll,0.3009495735168457,5.4e-05,5.4e-05,5.4e-05,1.0,1.0,1.0,1.0
1048,unroll,0.3488298654556274,5.45e-05,5.45e-05,6.1000000000000005e-05,1.0,1.1192660550458715,1.0,1.119263866718042
1049,unroll,0.335051029920578,5.4e-05,5.4e-05,5.55e-05,1.0,1.027777777777778,1.0,1.0277772633840114
1050,unroll,0.3150121867656708,5.55e-05,5.6e-05,5.6000000000000006e-05,1.009009009009009,1.0000000000000002,1.009008846687447,1.0000000000000002
1051,unroll,0.3536239862442016,5.45e-05,5.75e-05,5.45e-05,1.055045871559633,0.9478260869565218,1.055044861562173,0.9478269943131424
1052,unroll,0.3561734557151794,5.4e-05,5.4e-05,5.45e-05,1.0,1.0092592592592593,1.0,1.0092590877946706
1053,unroll,0.420323759317398,7.8e-05,7.8e-05,7.85e-05,1.0,1.0064102564102564,1.0,1.0064101742285354
1054,unroll,0.3603334128856659,7.45e-05,7.999999999999999e-05,7.75e-05,1.0738255033557047,0.9687500000000001,1.073824512422652,0.9687503906201174
1055,unroll,0.3125242888927459,7.9e-05,7.9e-05,8.300000000000001e-05,1.0,1.0506329113924053,1.0,1.050632270477589
1056,unroll,0.4981852769851684,7.7e-05,7.7e-05,8.1e-05,1.0,1.051948051948052,1.0,1.0519473773067882
1057,unroll,0.4434757828712463,7.6e-05,7.6e-05,7.8e-05,1.0,1.026315789473684,1.0,1.0263154432178523
1058,unroll,0.3862712681293487,7.8e-05,7.85e-05,7.8e-05,1.0064102564102564,0.9936305732484076,1.0064101742285354,0.9936306543865684
1059,unroll,0.4762014746665954,7.7e-05,7.7e-05,7.999999999999999e-05,1.0,1.0389610389610389,1.0,1.038960532980091
1060,unroll,0.4432378113269806,7.05e-05,8e-05,7.85e-05,1.1347517730496455,0.9812499999999998,1.1347498617040892,0.9812502343720703
1061,unroll,0.3897417783737182,7.7e-05,7.8e-05,7.950000000000001e-05,1.0129870129870129,1.0192307692307694,1.012986844326697,1.0192305226856067
1062,omp,0.3437883555889129,7e-05,7e-05,8.2e-05,1.0,1.1714285714285715,1.0,1.1714261224839646
1063,omp,0.3351362645626068,8e-05,8.549999999999999e-05,8.1e-05,1.0687499999999999,0.9473684210526317,1.068749140635742,0.9473690366194549
1064,omp,0.314711183309555,7.8e-05,8.2e-05,7.950000000000001e-05,1.0512820512820513,0.9695121951219513,1.0512813938282843,0.9695125669199157
1065,unroll,0.3601247668266296,7.25e-05,7.950000000000001e-05,7.85e-05,1.0965517241379312,0.9874213836477986,1.0965503924083806,0.9874215418673977
1066,unroll,0.414425641298294,7.8e-05,7.8e-05,8.15e-05,1.0,1.044871794871795,1.0,1.0448712195997487
1067,unroll,0.373287945985794,7.500000000000001e-05,7.9e-05,7.999999999999999e-05,1.0533333333333332,1.0126582278481013,1.0533326222317034,1.0126580676193973
1068,unroll,0.3737238347530365,7.8e-05,7.950000000000001e-05,7.8e-05,1.0192307692307694,0.981132075471698,1.0192305226856067,0.9811323128010967
1069,unroll,0.4365845024585724,7.65e-05,8.400000000000001e-05,7.8e-05,1.0980392156862746,0.9285714285714285,1.0980379341446518,0.9285722789014416
1070,unroll,0.4031395018100738,7.3e-05,8.25e-05,7.7e-05,1.13013698630137,0.9333333333333333,1.1301352036273475,0.9333341414043467
1071,omp,0.376931220293045,7.35e-05,8.45e-05,7.65e-05,1.1496598639455782,0.9053254437869823,1.1496578277846559,0.9053265641826725
1072,omp,0.3336581587791443,7.7e-05,8.05e-05,7.999999999999999e-05,1.0454545454545454,0.9937888198757763,1.0454539551434396,0.9937888970323349
1073,omp,0.3120427429676056,7.7e-05,7.950000000000001e-05,7.7e-05,1.0324675324675325,0.9685534591194968,1.0324671108167427,0.9685538546684946
1074,omp,0.3183455467224121,7.15e-05,8.35e-05,7.7e-05,1.1678321678321677,0.9221556886227545,1.1678298205619502,0.9221566208787919
1075,unroll,0.3490713536739349,6.6e-05,8.1e-05,7.850000000000001e-05,1.2272727272727273,0.9691358024691359,1.2272692837987302,0.9691361835039074
1076,unroll,0.3359215259552002,7.7e-05,7.75e-05,7.7e-05,1.0064935064935066,0.9935483870967742,1.0064934221633486,0.9935484703423182
1077,unroll,0.3005252778530121,6.500000000000001e-05,7.7e-05,7.6e-05,1.1846153846153844,0.987012987012987,1.1846125444223934,0.9870131556733029
1078,unroll,0.3566535115242004,6.05e-05,7.75e-05,8.05e-05,1.28099173553719,1.038709677419355,1.2809870911224608,1.038709177946091
1079,unroll,0.3654880821704864,7.4e-05,7.65e-05,7.75e-05,1.0337837837837838,1.0130718954248366,1.0337833272523345,1.0130717245526202
1080,unroll,0.4022530615329742,8.950000000000001e-05,0.0001085,0.0001075,1.212290502793296,0.9907834101382489,1.2122881308588729,0.9907834950829947
1081,unroll,0.3388889729976654,8.7e-05,0.0001055,0.000106,1.2126436781609196,1.004739336492891,1.2126412340088044,1.004739291570696
1082,omp,0.3023126125335693,9.55e-05,9.55e-05,0.0001105,1.0,1.1570680628272252,1.0,1.1570664181526895
1083,unroll,0.4959782361984253,9.45e-05,0.0001099999999999,0.000111,1.1640211640201057,1.0090909090918265,1.1640194283647791,1.0090908264479497
1084,unroll,0.4387888312339782,9.05e-05,0.0001105,0.0001095,1.2209944751381214,0.9909502262443439,1.2209920332372017,0.9909503081420078
1085,unroll,0.3769599497318268,8.6e-05,0.000114,0.0001075,1.3255813953488371,0.9429824561403508,1.3255776095626794,0.9429829562898571
1086,unroll,0.4723066985607147,8.950000000000001e-05,0.0001085,0.000114,1.212290502793296,1.0506912442396314,1.2122881308588729,1.0506907770435296
1087,unroll,0.4368116557598114,8.75e-05,0.000108,0.00011,1.2342857142857142,1.0185185185185186,1.2342830367652942,1.0185183470523422
1088,unroll,0.3802841007709503,9.2e-05,0.0001115,0.000113,1.2119565217391304,1.0134529147982063,1.211954217888936,1.013452794145344
1089,omp,0.3744004368782043,8.75e-05,8.75e-05,0.0001115,1.0,1.2742857142857142,1.0,1.2742825796276613
1090,omp,0.376599371433258,8.549999999999999e-05,8.549999999999999e-05,0.000109,1.0,1.274853801169591,1.0,1.2748505865428477
1091,omp,0.3531903028488159,9.05e-05,9.05e-05,0.000107,1.0,1.1823204419889501,1.0,1.1823184274206915
1092,unroll,0.346957802772522,7.999999999999999e-05,0.0001075,0.0001099999999999,1.34375,1.0232558139525583,1.3437457031787103,1.0232555976214175
1093,unroll,0.4183558225631714,8.6e-05,0.0001055,0.000111,1.2267441860465116,1.052132701421801,1.226741549516866,1.0521322072776562
1094,unroll,0.3735066652297973,8.400000000000001e-05,0.0001075,0.0001054999999999,1.2797619047619047,0.9813953488362791,1.2797585743026867,0.9813955219011916
1095,unroll,0.3655029237270355,8.15e-05,0.000111,0.0001089999999999,1.361963190184049,0.9819819819810811,1.3619587489724052,0.9819821443041054
1096,unroll,0.4488907754421234,8.15e-05,0.0001095,0.0001075,1.343558282208589,0.9817351598173515,1.343554066821266,0.9817353266180217
1097,unroll,0.4119744002819061,8.25e-05,0.00011,0.0001105,1.3333333333333335,1.0045454545454546,1.333329292978267,1.004545413223516
1098,omp,0.4155887067317962,8.55e-05,8.55e-05,0.000109,1.0,1.2748538011695907,1.0,1.2748505865428474
1099,omp,0.3778055012226105,8.549999999999999e-05,8.549999999999999e-05,0.000108,1.0,1.2631578947368423,1.0,1.2631548169027265
1100,omp,0.3540101051330566,9.2e-05,9.2e-05,0.0001095,1.0,1.190217391304348,1.0,1.190215323746481
1101,omp,0.3429737389087677,7.099999999999999e-05,7.9e-05,0.000109,1.1126760563380282,1.3797468354430382,1.1126744693736708,1.3797420285819169
1102,unroll,0.3468663096427917,7.95e-05,0.0001065,0.000108,1.339622641509434,1.0140845070422535,1.339618369580257,1.014084374794603
1103,unroll,0.3347912728786468,8.3e-05,0.000111,0.000108,1.3373493975903614,0.9729729729729729,1.3373453331887568,0.9729732164575093
1104,omp,0.3110329508781433,8.4e-05,8.45e-05,0.000108,1.005952380952381,1.2781065088757397,1.0059523100915466,1.2781032177134
1105,unroll,0.3575723767280578,7.2e-05,0.0001065,0.0001095,1.4791666666666667,1.028169014084507,1.4791600116665047,1.0281687495892058
1106,unroll,0.3736605048179626,8.65e-05,0.000106,0.0001085,1.2254335260115607,1.0235849056603772,1.2254309198737587,1.0235846831633664
1107,unroll,0.3803994357585907,8.8e-05,0.0001425,0.0001505,1.6193181818181819,1.056140350877193,1.619311144191543,1.0561399569125831
1108,omp,0.3431956470012665,9.15e-05,9.15e-05,0.0001385,1.0,1.5136612021857925,1.0,1.513655588463514
1109,omp,0.3208350241184234,9.5e-05,9.5e-05,0.000141,1.0,1.4842105263157894,1.0,1.4842054294165323
1110,unroll,0.4892625510692596,9.4e-05,0.000143,0.0001425,1.521276595744681,0.9965034965034965,1.5212710503079754,0.9965035209543989
1111,unroll,0.4297545552253723,9.3e-05,0.0001385,0.0001365,1.489247311827957,0.9855595667870036,1.48924205116074,0.9855596710493065
1112,unroll,0.3640386760234833,8.999999999999999e-05,0.0001385,0.0001385,1.5388888888888892,1.0,1.5388829013010967,1.0
1113,unroll,0.4636618494987488,9.7e-05,0.0001385,0.000136,1.4278350515463918,0.9819494584837545,1.4278306409212276,0.9819495888116331
1114,unroll,0.4258809685707092,9.75e-05,0.0001405,0.000136,1.441025641025641,0.9679715302491103,1.4410211177321257,0.9679717582081266
1115,unroll,0.3675557076931,9.2e-05,0.0001445,0.000139,1.5706521739130435,0.9619377162629758,1.5706459712394427,0.9619379796679608
1116,omp,0.4012031853199005,8.8e-05,8.8e-05,0.0001345,1.0,1.5284090909090908,1.0,1.5284030863285643
1117,omp,0.4163932800292969,9.35e-05,9.35e-05,0.000138,1.0,1.4759358288770053,1.0,1.4759307387086769
1118,omp,0.3890717923641205,0.00012,0.00012,0.000138,1.0,1.15,1.0,1.1499987500104163
1119,unroll,0.3307873904705047,0.0001005,0.000143,0.0001365,1.4228855721393034,0.9545454545454546,1.4228813643645335,0.954545772407186
1120,unroll,0.4190641939640045,9.65e-05,0.000137,0.0001395,1.4196891191709844,1.018248175182482,1.4196847701060091,1.018248041985095
1121,unroll,0.3714195191860199,9.35e-05,0.0001435,0.0001395,1.53475935828877,0.9721254355400698,1.5347536389985132,0.972125629786552
1122,unroll,0.3545708954334259,9.3e-05,0.0001445,0.000146,1.553763440860215,1.0103806228373704,1.5537574864786399,1.010380550999647
1123,unroll,0.4587727189064026,9.95e-05,0.0001435,0.0001415,1.4422110552763818,0.9860627177700348,1.442206610988834,0.9860628148932761
1124,unroll,0.4192018508911133,9.8e-05,0.0001374999999999,0.000139,1.4030612244887755,1.0109090909098262,1.4030571116611052,1.0109090115715602
1125,omp,0.4487372934818268,9.85e-05,9.85e-05,0.0001374999999999,1.0,1.395939086293401,1.0,1.3959350666480541
1126,omp,0.4218782186508178,9.55e-05,9.55e-05,0.0001374999999999,1.0,1.439790575915183,1.0,1.439785970826483
1127,omp,0.3960617184638977,9.45e-05,9.45e-05,0.000136,1.0,1.439153439153439,1.0,1.439148792076274
1128,omp,0.363506406545639,8.8e-05,9.55e-05,0.000136,1.0852272727272727,1.4240837696335078,1.0852263042465427,1.4240793290122615
1129,unroll,0.3420957028865814,9.45e-05,0.0001394999999999,0.0001385,1.476190476189418,0.9928315412193497,1.4761854371900824,0.9928315926057826
1130,unroll,0.3316379487514496,0.0001015,0.0001465,0.000138,1.4433497536945814,0.9419795221843003,1.4433453857597462,0.9419799182258141
1131,omp,0.3281464278697967,9.3e-05,9.3e-05,0.0001425,1.0,1.532258064516129,1.0,1.5322523413726732
1132,unroll,0.3566676080226898,9.7e-05,0.0001419999999999,0.000142,1.4639175257721648,1.0000000000007043,1.463912743166565,1.0000000000007043
1133,unroll,0.380666971206665,9.75e-05,0.000144,0.000137,1.476923076923077,0.9513888888888888,1.4769181854545081,0.951389226463705
